(41142, 41142)
(41142, 40866)
(41142, 40866)
(41142, 40590)
(41142, 40590)
(41142, 40314)
(41142, 40314)
(41142, 40038)
(41142, 40038)
(41142, 39762)
(41142, 39762)
(41142, 39486)
(41142, 39486)
(41142, 39210)
(41142, 39210)
(41142, 38934)
(41142, 38934)
(41142, 38658)
(41142, 38658)
(41142, 38382)
(41142, 38382)
(41142, 38106)
(41142, 38106)
(41142, 37830)
(41142, 37830)
(41142, 37554)
(41142, 37554)
(41142, 37278)
(41142, 37278)
(41142, 37001)
(41142, 37001)
(41142, 36726)
(41142, 36726)
(41142, 36449)
(41142, 36449)
(41142, 36173)
(41142, 36173)
(41142, 35897)
(41142, 35897)
(41142, 35621)
(41142, 35621)
(41142, 35345)
(41142, 35345)
(41142, 35069)
(41142, 35069)
(41142, 34793)
(41142, 34793)
(41142, 34517)
(41142, 34517)
(41142, 34241)
(41142, 34241)
(41142, 33965)
(41142, 33965)
(41142, 33689)
(41142, 33689)
(41142, 33413)
(41142, 33413)
(41142, 33137)
(41142, 33137)
(41142, 32861)
(41142, 32861)
(41142, 32585)
(41142, 32585)
(41142, 32309)
(41142, 32309)
(41142, 32033)
(41142, 32033)
(41142, 31757)
(41142, 31757)
(41142, 31481)
(41142, 31481)
(41142, 31205)
(41142, 31205)
(41142, 30929)
(41142, 30929)
(41142, 30653)
(41142, 30653)
(41142, 30377)
(41142, 30377)
(41142, 30101)
(41142, 30101)
(41142, 29825)
(41142, 29825)
(41142, 29549)
(41142, 29549)
(41142, 29273)
(41142, 29273)
(41142, 28997)
(41142, 28997)
(41142, 28721)
(41142, 28721)
(41142, 28445)
(41142, 28445)
(41142, 28169)
(41142, 28169)
(41142, 27893)
(41142, 27893)
(41142, 27617)
(41142, 27617)
(41142, 27341)
(41142, 27341)
(41142, 27065)
(41142, 27065)
(41142, 26789)
(41142, 26789)
(41142, 26513)
(41142, 26513)
(41142, 26237)
(41142, 26237)
(41142, 25961)
(41142, 25961)
(41142, 25685)
(41142, 25685)
(41142, 25409)
(41142, 25409)
(41142, 25133)
(41142, 25133)
(41142, 24857)
(41142, 24857)
(41142, 24581)
(41142, 24581)
(41142, 24305)
(41142, 24305)
(41142, 24029)
(41142, 24029)
(40866, 24029)
(40866, 24029)
(40590, 24029)
(40590, 24029)
(40314, 24029)
(40314, 24029)
(40038, 24029)
(40038, 24029)
(39762, 24029)
(39762, 24029)
(39486, 24029)
(39486, 24029)
(39210, 24029)
(39210, 24029)
(38934, 24029)
(38934, 24029)
(38658, 24029)
(38658, 24029)
(38382, 24029)
(38382, 24029)
(38106, 24029)
(38106, 24029)
(37830, 24029)
(37830, 24029)
(37554, 24029)
(37554, 24029)
(37278, 24029)
(37278, 24029)
(37001, 24029)
(37001, 24029)
(36726, 24029)
(36726, 24029)
(36449, 24029)
(36449, 24029)
(36173, 24029)
(36173, 24029)
(35897, 24029)
(35897, 24029)
(35621, 24029)
(35621, 24029)
(35345, 24029)
(35345, 24029)
(35069, 24029)
(35069, 24029)
(34793, 24029)
(34793, 24029)
(34517, 24029)
(34517, 24029)
(34241, 24029)
(34241, 24029)
(33965, 24029)
(33965, 24029)
(33689, 24029)
(33689, 24029)
(33413, 24029)
(33413, 24029)
(33137, 24029)
(33137, 24029)
(32861, 24029)
(32861, 24029)
(32585, 24029)
(32585, 24029)
(32309, 24029)
(32309, 24029)
(32033, 24029)
(32033, 24029)
(31757, 24029)
(31757, 24029)
(31481, 24029)
(31481, 24029)
(31205, 24029)
(31205, 24029)
(30929, 24029)
(30929, 24029)
(30653, 24029)
(30653, 24029)
(30377, 24029)
(30377, 24029)
(30101, 24029)
(30101, 24029)
(29825, 24029)
(29825, 24029)
(29549, 24029)
(29549, 24029)
(29273, 24029)
(29273, 24029)
(28997, 24029)
(28997, 24029)
(28721, 24029)
(28721, 24029)
(28445, 24029)
(28445, 24029)
(28169, 24029)
(28169, 24029)
(27893, 24029)
(27893, 24029)
(27617, 24029)
(27617, 24029)
(27341, 24029)
(27341, 24029)
(27065, 24029)
(27065, 24029)
(26789, 24029)
(26789, 24029)
(26513, 24029)
(26513, 24029)
(26237, 24029)
(26237, 24029)
(25961, 24029)
(25961, 24029)
(25685, 24029)
(25685, 24029)
(25409, 24029)
(25409, 24029)
(25133, 24029)
(25133, 24029)
(24857, 24029)
(24857, 24029)
(24581, 24029)
(24581, 24029)
(24305, 24029)
(24305, 24029)
(24029, 24029)
(24029, 24029)
(24029, 24305)
(24029, 24305)
(24029, 24581)
(24029, 24581)
(24029, 24857)
(24029, 24857)
(24029, 25133)
(24029, 25133)
(24029, 25409)
(24029, 25409)
(24029, 25685)
(24029, 25685)
(24029, 25961)
(24029, 25961)
(24029, 26237)
(24029, 26237)
(24029, 26513)
(24029, 26513)
(24029, 26789)
(24029, 26789)
(24029, 27065)
(24029, 27065)
(24029, 27341)
(24029, 27341)
(24029, 27617)
(24029, 27617)
(24029, 27893)
(24029, 27893)
(24029, 28169)
(24029, 28169)
(24029, 28445)
(24029, 28445)
(24029, 28721)
(24029, 28721)
(24029, 28997)
(24029, 28997)
(24029, 29273)
(24029, 29273)
(24029, 29549)
(24029, 29549)
(24029, 29825)
(24029, 29825)
(24029, 30101)
(24029, 30101)
(24029, 30377)
(24029, 30377)
(24029, 30653)
(24029, 30653)
(24029, 30929)
(24029, 30929)
(24029, 31205)
(24029, 31205)
(24029, 31481)
(24029, 31481)
(24029, 31757)
(24029, 31757)
(24029, 32033)
(24029, 32033)
(24029, 32309)
(24029, 32309)
(24029, 32585)
(24029, 32585)
(24029, 32861)
(24029, 32861)
(24029, 33137)
(24029, 33137)
(24029, 33413)
(24029, 33413)
(24029, 33689)
(24029, 33689)
(24029, 33965)
(24029, 33965)
(24029, 34241)
(24029, 34241)
(24029, 34517)
(24029, 34517)
(24029, 34793)
(24029, 34793)
(24029, 35069)
(24029, 35069)
(24029, 35345)
(24029, 35345)
(24029, 35621)
(24029, 35621)
(24029, 35897)
(24029, 35897)
(24029, 36173)
(24029, 36173)
(24029, 36449)
(24029, 36449)
(24029, 36726)
(24029, 36726)
(24029, 37001)
(24029, 37001)
(24029, 37278)
(24029, 37278)
(24029, 37554)
(24029, 37554)
(24029, 37830)
(24029, 37830)
(24029, 38106)
(24029, 38106)
(24029, 38382)
(24029, 38382)
(24029, 38658)
(24029, 38658)
(24029, 38934)
(24029, 38934)
(24029, 39210)
(24029, 39210)
(24029, 39486)
(24029, 39486)
(24029, 39762)
(24029, 39762)
(24029, 40038)
(24029, 40038)
(24029, 40314)
(24029, 40314)
(24029, 40590)
(24029, 40590)
(24029, 40866)
(24029, 40866)
(24029, 41142)
